,user_name,quote
931,Red leader,"Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run."
932,Red leader,This is it!
933,Red ten,We should be able to see it by now.
934,Red leader,Keep your eyes open for those fighters!
935,Red ten,There's too much interference!
936,Red ten,"Red Five, can you see them from where you are?"
937,Luke,No sign of any... wait!
938,Luke,Coming in point three five.
939,Red ten,I see them.
940,Red leader,I'm in range.
941,Red leader,Target's coming up!
942,Red leader,Just hold them off for a few seconds.
943,Vader,Close up formation.
944,Red leader,Almost there!
945,Red ten,You'd better let her loose.
946,Red leader,Almost there!
947,Red ten,I can't hold them!
948,Red leader,It's away!
949,Red nine,It's a hit!
950,Red leader,Negative.
951,Red leader,"Negative!  It didn't go in, it just impacted on the surface."
952,Luke,"Red Leader, we're right above you.  Turn to point..."
953,Luke,... oh-five; we'll cover for you.
954,Red leader,Stay there...
955,Red leader,... I just lost my starboard engine.
956,Red leader,Get set up for your attack run.
957,Death star intercom voice,"Rebel base, one minute and closing."
958,Luke,"Biggs, Wedge, let's close it up.  We're going in.  We're going in full throttle."
959,Wedge,"Right with you, boss."
960,Biggs,"Luke, at that speed will you be able to pull out in time?"
961,Luke,It'll be just like Beggar's Canyon back home.
962,Biggs,We'll stay back far enough to cover you.
963,Wedge,"My scope shows the tower, but I can't see the exhaust port!  Are you sure the computer can hit it?"
964,Luke,Watch yourself!  Increase speed full throttle!
965,Wedge,What about that tower?
966,Luke,You worry about those fighters!  I'll worry about the tower!
967,Luke,"Artoo... that, that stabilizer's broken loose again!  See if you can't lock it down!"
968,Wedge,I'm hit!  I can't stay with you.
969,Luke,"Get clear, Wedge."
970,Luke,You can't do any more good back there!
971,Wedge,Sorry!
972,Vader,Let him go!  Stay on the leader!
973,Biggs,"Hurry, Luke, they're coming in much faster this time. I can't hold them!"
974,Luke,"Artoo, try and increase the power!"
975,Biggs,"Hurry up, Luke!"
976,Biggs,Wait!
977,Death star intercom voice,"Rebel base, thirty seconds and closing."
978,Vader,I'm on the leader.
979,Threepio,"Hang on, Artoo!"
980,Ben,"Use the Force, Luke."
981,Ben,"Let go, Luke."
982,Vader,The Force is strong with this one!
983,Ben,"Luke, trust me."
984,Base voice,"His computer's off.  Luke, you switched off your targeting computer.  What's wrong?"
985,Luke,Nothing.  I'm all right.
986,Luke,I've lost Artoo!
987,Massassi intercom voice,The Death Star has cleared the planet.  The Death Star has cleared the planet.
988,Death star intercom voice,"Rebel base, in range."
989,Tarkin,You may fire when ready.
990,Death star intercom voice,Commence primary ignition.
991,Vader,I have you now.
992,Vader,What?
993,Han,Yahoo!
994,Wingman,Look out!
995,Han,"You're all clear, kid."
996,Han,Now let's blow this thing and go home!
997,Intercom voice,Stand by to fire at Rebel base.
998,Intercom voice,Standing by.
999,Han,"Great shot, kid.  That was one in a million."
1000,Ben,"Remember, the Force will be with you... always."
1001,Leia,Luke!  Luke!  Luke!
1002,Han,Hey!  Hey!
1003,Luke,I knew you'd come back!  I just knew it!
1004,Han,"Well, I wasn't gonna let you get all the credit and take all the reward."
1005,Leia,"Hey, I knew there was more to you than money."
1006,Luke,"Oh, no!"
1007,Threepio,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?"
1008,Technician,We'll get to work on him right away.
1009,Threepio,"You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them."
1010,Luke,He'll be all right.
